-38.977543290043286, -59.14192568542568, 63.23
-36.97025413799608, -59.32536551275526, 63.23
-34.96175150759891, -59.49498079113017, 63.23
-32.95201758393706, -59.649349817549144, 63.23
-30.941265279134665, -59.789803244761835, 63.23
-28.929582220952888, -59.916265281329025, 63.23
-26.917068907552505, -60.02871379084087, 63.23
-24.90386775486172, -60.12813148733043, 63.23
-22.890017863268422, -60.21337747907365, 63.23
-20.87568393200198, -60.286336658113726, 63.23
-18.860879072260932, -60.3448552311263, 63.23
-16.84576114740765, -60.39134208483936, 63.23
-14.830365021484136, -60.42363223740984, 63.23
-12.814809799387065, -60.44348932599594, 63.23
-10.799164570787074, -60.449624537755454, 63.23
-8.783524592456754, -60.44253258655744, 63.23
-6.767973042467951, -60.42216369444592, 63.23
-4.752618914006059, -60.38746527452171, 63.23
-2.7375304245290555, -60.33972889431857, 63.23
-0.722864318987067, -60.276621971765564, 63.23
1.2913113569142352, -60.19951159201859, 63.23
3.304868202356245, -60.107594301350545, 63.23
5.317613445146508, -59.99938610877687, 63.23
7.329468565256104, -59.875760617613174, 63.23
9.34023648619487, -59.73551607612517, 63.23
11.349642204313835, -59.57697209658027, 63.23
13.35754860287199, -59.40049804344416, 63.23
15.36368875273841, -59.20495887055406, 63.23
17.367718718988407, -58.9888324799003, 63.23
19.369158108144255, -58.74992082091865, 63.23
21.367643797349636, -58.487493270652244, 63.23
23.36259766772154, -58.19947902552237, 63.23
25.353298105366598, -57.88343171026075, 63.23
27.338834312331223, -57.536444739484544, 63.23
29.318043349096524, -57.15504393274142, 63.23
31.28940848445076, -56.73498870331058, 63.23
33.25029574423707, -56.26853583745356, 63.23
35.19825098447039, -55.750841333376265, 63.23
37.12850030639022, -55.1707680478179, 63.23
39.03459348987202, -54.51578740600747, 63.23
40.90461379075224, -53.76420463676556, 63.23
42.71798341643035, -52.88539833307387, 63.23
44.437508149936676, -51.83600650655025, 63.006859631686034
45.9733691985608, -50.53573410636327, 58.25950136220697
47.115946677360384, -48.88771010522942, 53.108156398994616
47.470566830787945, -46.92508213482039, 53.40051930202911
46.90049589957913, -45.00615056020419, 63.23
45.83968618922818, -43.29330025751325, 62.900606128257216
44.6496058809453, -41.6670956599075, 59.039226525069644
43.33462546627256, -40.140230509126816, 55.94449685287072
41.89488169267667, -38.73050331787103, 53.180197917734866
40.338065963251076, -37.4512254991579, 51.58991234929104
38.67727360160796, -36.310036606607326, 50.41140670119837
36.93231975494466, -35.302017807719594, 49.876478694917914
35.123642108147266, -34.41305327613912, 49.807835258539704
33.27024084469411, -33.62118483130135, 50.05736852342534
31.388129032851527, -32.89991612967555, 50.56631554841899
29.490247274357827, -32.221056838150204, 51.262170619078745
27.587239941119176, -31.55664503516722, 51.95959576222184
25.68823487784963, -30.880917985249148, 52.938761651794735
23.801983510037005, -30.17047262327624, 53.8961282892562
21.93729746545675, -29.40535029752973, 55.26856053881887
20.10327209085708, -28.56952867026289, 56.657136918466044
18.3093686801371, -27.650848610184767, 58.33212800082854
16.564810595350142, -26.641679639768153, 60.35929156929987
14.878454942967767, -25.53812345019116, 60.37999766171497
13.296740861006832, -24.290637739363948, 56.35437657162719
11.884950884654678, -22.854330134404982, 51.32796757043237
10.707088372526833, -21.221502120122235, 47.55651379428165
9.832436528923973, -19.408812658748023, 45.03272431017587
9.325735796215374, -17.4614168324666, 43.67154371768124
9.214732924486258, -15.452224814068241, 43.33282826707409
9.489813444264923, -13.458345280781545, 44.013290326387555
10.10797919562395, -11.542288649591034, 45.140988590494615
11.014395374412171, -9.743995241965067, 46.82387365126243
12.157746277348933, -8.085733904108466, 48.41511432573003
13.49498352957971, -6.579085874300297, 50.03795945267715
14.990840136032995, -5.229542201110693, 51.370186816723894
16.616759256475728, -4.039648804294188, 48.01822834510264
18.350932628133897, -3.0137723448649414, 41.58522163513894
20.172472440830852, -2.1524400739876297, 33.954417818625544
22.064274278491602, -1.4587422959405352, 24.00953928034692
24.010166666666667, -0.9354610389610389, 0
43.53390787034572, 3.403148117412084, 0
endData
143.04
63.23
144
-38.977543290043286, -59.14192568542568, 3.430023809523811, -63.195590187590184, 54.56856060606061, -57.68676406926407, 46.66911183261183, -44.59030952380952
46.66911183261183, -44.59030952380952, 38.76966305916306, -31.493854978354978, 26.9204898989899, -33.78053751803752, 15.071316738816739, -25.673208513708513
15.071316738816739, -25.673208513708513, 3.2221435786435784, -17.565879509379506, 10.913712121212122, -3.845784271284271, 24.010166666666667, -0.9354610389610389
